Profile,Winner,Num_Violations,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized
"[(3, 0, 1, 4, 2), (3, 4, 0, 1, 2), (3, 0, 1, 2, 4), (2, 1, 3, 4, 0), (4, 3, 0, 2, 1), (0, 1, 2, 3, 4), (1, 2, 3, 0, 4), (4, 0, 2, 3, 1), (0, 2, 1, 3, 4), (0, 1, 2, 4, 3), (0, 3, 4, 2, 1), (4, 2, 0, 1, 3), (3, 2, 4, 0, 1), (0, 3, 4, 1, 2), (0, 2, 1, 4, 3), (4, 2, 1, 0, 3), (1, 4, 2, 0, 3), (0, 3, 4, 1, 2), (1, 3, 4, 0, 2), (0, 4, 2, 1, 3)]","(1, 0, 0, 1, 1)",0,"(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 0, 1, 0)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","[0, 15, 14, 12, 11, 5, 0, 10, 11, 10, 6, 10, 0, 11, 8, 8, 9, 9, 0, 12, 9, 10, 12, 8, 0]","[0.0, 0.075, 0.07, 0.06, 0.055, 0.025, 0.0, 0.05, 0.055, 0.05, 0.03, 0.05, 0.0, 0.055, 0.04, 0.04, 0.045, 0.045, 0.0, 0.06, 0.045, 0.05, 0.06, 0.04, 0.0]","[15, 14, 12, 11, 5, 10, 11, 10, 6, 10, 11, 8, 8, 9, 9, 12, 9, 10, 12, 8]","[0.075, 0.07, 0.06, 0.055, 0.025, 0.05, 0.055, 0.05, 0.03, 0.05, 0.055, 0.04, 0.04, 0.045, 0.045, 0.06, 0.045, 0.05, 0.06, 0.04]","[0.13158 0.12281 0.10526 0.09649 0.08772 0.09649 0.08772 0.09649 0.07018
 0.10526]","[0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 1, 0, 1, 0, 1]","[8, 3, 3, 5, 1, 3, 3, 5, 5, 4, 1, 6, 5, 3, 5, 4, 5, 2, 3, 6, 4, 3, 5, 4, 4]","[0.08, 0.03, 0.03, 0.05, 0.01, 0.03, 0.03, 0.05, 0.05, 0.04, 0.01, 0.06, 0.05, 0.03, 0.05, 0.04, 0.05, 0.02, 0.03, 0.06, 0.04, 0.03, 0.05, 0.04, 0.04]"
"[(4, 3, 1, 2, 0), (3, 0, 4, 1, 2), (3, 1, 0, 2, 4), (1, 0, 2, 4, 3), (2, 0, 4, 3, 1), (1, 0, 2, 4, 3), (1, 3, 0, 4, 2), (0, 2, 1, 4, 3), (3, 1, 4, 2, 0), (2, 0, 3, 1, 4), (1, 4, 3, 0, 2), (3, 4, 2, 0, 1), (0, 1, 2, 4, 3), (0, 1, 4, 3, 2), (3, 1, 4, 0, 2), (2, 1, 0, 3, 4), (1, 0, 4, 3, 2), (3, 2, 4, 1, 0), (4, 3, 0, 1, 2), (3, 0, 1, 2, 4)]","(1, 1, 0, 1, 0)",0,"(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","[0, 9, 13, 9, 13, 11, 0, 14, 9, 14, 7, 6, 0, 7, 10, 11, 11, 13, 0, 10, 7, 6, 10, 10, 0]","[0.0, 0.045, 0.065, 0.045, 0.065, 0.055, 0.0, 0.07, 0.045, 0.07, 0.035, 0.03, 0.0, 0.035, 0.05, 0.055, 0.055, 0.065, 0.0, 0.05, 0.035, 0.03, 0.05, 0.05, 0.0]","[9, 13, 9, 13, 11, 14, 9, 14, 7, 6, 7, 10, 11, 11, 13, 10, 7, 6, 10, 10]","[0.045, 0.065, 0.045, 0.065, 0.055, 0.07, 0.045, 0.07, 0.035, 0.03, 0.035, 0.05, 0.055, 0.055, 0.065, 0.05, 0.035, 0.03, 0.05, 0.05]","[0.08333 0.12037 0.08333 0.12037 0.12963 0.08333 0.12963 0.06481 0.09259
 0.09259]","[0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 1, 0, 0, 0]","[3, 7, 4, 3, 3, 5, 6, 3, 4, 2, 3, 2, 4, 4, 7, 7, 3, 2, 4, 4, 2, 2, 7, 5, 4]","[0.03, 0.07, 0.04, 0.03, 0.03, 0.05, 0.06, 0.03, 0.04, 0.02, 0.03, 0.02, 0.04, 0.04, 0.07, 0.07, 0.03, 0.02, 0.04, 0.04, 0.02, 0.02, 0.07, 0.05, 0.04]"
"[(1, 4, 2, 3, 0), (4, 1, 2, 0, 3), (4, 3, 2, 0, 1), (2, 1, 3, 0, 4), (0, 4, 3, 2, 1), (3, 0, 2, 4, 1), (0, 4, 1, 2, 3), (4, 0, 1, 3, 2), (2, 1, 4, 0, 3), (3, 4, 2, 0, 1), (1, 0, 3, 4, 2), (1, 4, 3, 2, 0), (1, 0, 3, 4, 2), (1, 3, 2, 0, 4), (2, 0, 4, 3, 1), (3, 4, 2, 1, 0), (2, 1, 4, 0, 3), (2, 1, 0, 3, 4), (3, 2, 0, 1, 4), (0, 2, 4, 1, 3)]","(0, 0, 1, 1, 1)",0,"(0, 1, 1, 0, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","[0, 9, 7, 11, 11, 11, 0, 8, 13, 10, 13, 12, 0, 9, 9, 9, 7, 11, 0, 9, 9, 10, 11, 11, 0]","[0.0, 0.045, 0.035, 0.055, 0.055, 0.055, 0.0, 0.04, 0.065, 0.05, 0.065, 0.06, 0.0, 0.045, 0.045, 0.045, 0.035, 0.055, 0.0, 0.045, 0.045, 0.05, 0.055, 0.055, 0.0]","[9, 7, 11, 11, 11, 8, 13, 10, 13, 12, 9, 9, 9, 7, 11, 9, 9, 10, 11, 11]","[0.045, 0.035, 0.055, 0.055, 0.055, 0.04, 0.065, 0.05, 0.065, 0.06, 0.045, 0.045, 0.045, 0.035, 0.055, 0.045, 0.045, 0.05, 0.055, 0.055]","[0.09375 0.07292 0.11458 0.11458 0.08333 0.13542 0.10417 0.09375 0.09375
 0.09375]","[0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 1, 1, 0, 1, 0, 0, 0, 0]","[3, 5, 2, 7, 3, 5, 5, 2, 3, 5, 5, 2, 7, 3, 3, 4, 2, 5, 4, 5, 3, 6, 4, 3, 4]","[0.03, 0.05, 0.02, 0.07, 0.03, 0.05, 0.05, 0.02, 0.03, 0.05, 0.05, 0.02, 0.07, 0.03, 0.03, 0.04, 0.02, 0.05, 0.04, 0.05, 0.03, 0.06, 0.04, 0.03, 0.04]"
"[(3, 0, 2, 4, 1), (0, 3, 1, 4, 2), (1, 0, 4, 3, 2), (0, 3, 1, 2, 4), (0, 3, 4, 2, 1), (3, 0, 1, 4, 2), (2, 1, 0, 4, 3), (3, 4, 0, 1, 2), (1, 4, 3, 0, 2), (1, 2, 4, 3, 0), (0, 4, 2, 3, 1), (2, 3, 0, 1, 4), (2, 0, 1, 4, 3), (4, 2, 0, 1, 3), (1, 3, 2, 4, 0), (4, 1, 3, 0, 2), (3, 4, 2, 0, 1), (4, 2, 0, 3, 1), (2, 0, 3, 1, 4), (0, 3, 2, 4, 1)]","(0, 0, 1, 1, 1)",0,"(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","[0, 14, 11, 11, 12, 6, 0, 9, 8, 11, 9, 11, 0, 8, 9, 9, 12, 12, 0, 11, 8, 9, 11, 9, 0]","[0.0, 0.07, 0.055, 0.055, 0.06, 0.03, 0.0, 0.045, 0.04, 0.055, 0.045, 0.055, 0.0, 0.04, 0.045, 0.045, 0.06, 0.06, 0.0, 0.055, 0.04, 0.045, 0.055, 0.045, 0.0]","[14, 11, 11, 12, 6, 9, 8, 11, 9, 11, 8, 9, 9, 12, 12, 11, 8, 9, 11, 9]","[0.07, 0.055, 0.055, 0.06, 0.03, 0.045, 0.04, 0.055, 0.045, 0.055, 0.04, 0.045, 0.045, 0.06, 0.06, 0.055, 0.04, 0.045, 0.055, 0.045]","[0.13462 0.10577 0.10577 0.11538 0.08654 0.07692 0.10577 0.07692 0.08654
 0.10577]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0, 0, 1]","[5, 5, 5, 3, 2, 4, 2, 4, 4, 6, 4, 3, 5, 2, 6, 4, 6, 3, 4, 3, 3, 4, 3, 7, 3]","[0.05, 0.05, 0.05, 0.03, 0.02, 0.04, 0.02, 0.04, 0.04, 0.06, 0.04, 0.03, 0.05, 0.02, 0.06, 0.04, 0.06, 0.03, 0.04, 0.03, 0.03, 0.04, 0.03, 0.07, 0.03]"
"[(4, 1, 0, 2, 3), (3, 1, 2, 0, 4), (3, 4, 2, 1, 0), (3, 4, 0, 1, 2), (4, 2, 3, 1, 0), (4, 2, 3, 0, 1), (4, 0, 2, 3, 1), (0, 3, 2, 1, 4), (1, 2, 4, 0, 3), (0, 1, 3, 4, 2), (1, 2, 4, 3, 0), (4, 0, 2, 3, 1), (2, 1, 0, 4, 3), (2, 3, 4, 0, 1), (1, 3, 4, 0, 2), (1, 3, 0, 2, 4), (3, 2, 4, 1, 0), (1, 0, 3, 2, 4), (3, 4, 0, 1, 2), (3, 2, 0, 4, 1)]","(0, 0, 1, 1, 1)",0,"(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","[0, 9, 10, 8, 7, 11, 0, 10, 8, 9, 10, 10, 0, 9, 10, 12, 12, 11, 0, 12, 13, 11, 10, 8, 0]","[0.0, 0.045, 0.05, 0.04, 0.035, 0.055, 0.0, 0.05, 0.04, 0.045, 0.05, 0.05, 0.0, 0.045, 0.05, 0.06, 0.06, 0.055, 0.0, 0.06, 0.065, 0.055, 0.05, 0.04, 0.0]","[9, 10, 8, 7, 11, 10, 8, 9, 10, 10, 9, 10, 12, 12, 11, 12, 13, 11, 10, 8]","[0.045, 0.05, 0.04, 0.035, 0.055, 0.05, 0.04, 0.045, 0.05, 0.05, 0.045, 0.05, 0.06, 0.06, 0.055, 0.06, 0.065, 0.055, 0.05, 0.04]","[0.09783 0.1087  0.08696 0.07609 0.1087  0.08696 0.09783 0.09783 0.1087
 0.13043]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 6, 5, 4, 5, 4, 0, 6, 5, 2, 6, 5, 3, 4, 6, 4, 4, 3, 3, 5, 3, 5, 3, 4]","[0.02, 0.03, 0.06, 0.05, 0.04, 0.05, 0.04, 0.0, 0.06, 0.05, 0.02, 0.06, 0.05, 0.03, 0.04, 0.06, 0.04, 0.04, 0.03, 0.03, 0.05, 0.03, 0.05, 0.03, 0.04]"
"[(1, 2, 3, 4, 0), (1, 3, 4, 0, 2), (1, 0, 4, 3, 2), (0, 4, 3, 1, 2), (2, 4, 0, 1, 3), (3, 0, 4, 2, 1), (0, 2, 4, 1, 3), (4, 0, 1, 3, 2), (4, 3, 1, 0, 2), (4, 2, 3, 1, 0), (0, 2, 4, 3, 1), (4, 2, 1, 0, 3), (2, 0, 4, 1, 3), (2, 4, 3, 0, 1), (4, 0, 1, 3, 2), (3, 4, 0, 1, 2), (3, 1, 4, 2, 0), (4, 1, 2, 0, 3), (0, 2, 1, 3, 4), (3, 2, 4, 0, 1)]","(1, 0, 1, 0, 1)",0,"(1, 0, 1, 0, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","[0, 12, 11, 11, 7, 8, 0, 10, 11, 5, 9, 10, 0, 10, 8, 9, 9, 10, 0, 7, 13, 15, 12, 13, 0]","[0.0, 0.06, 0.055, 0.055, 0.035, 0.04, 0.0, 0.05, 0.055, 0.025, 0.045, 0.05, 0.0, 0.05, 0.04, 0.045, 0.045, 0.05, 0.0, 0.035, 0.065, 0.075, 0.06, 0.065, 0.0]","[12, 11, 11, 7, 8, 10, 11, 5, 9, 10, 10, 8, 9, 9, 10, 7, 13, 15, 12, 13]","[0.06, 0.055, 0.055, 0.035, 0.04, 0.05, 0.055, 0.025, 0.045, 0.05, 0.05, 0.04, 0.045, 0.045, 0.05, 0.035, 0.065, 0.075, 0.06, 0.065]","[0.13043 0.11957 0.11957 0.07609 0.1087  0.11957 0.05435 0.1087  0.08696
 0.07609]","[0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[4, 5, 2, 6, 3, 3, 2, 5, 6, 4, 3, 7, 1, 2, 7, 4, 2, 4, 5, 5, 6, 4, 8, 1, 1]","[0.04, 0.05, 0.02, 0.06, 0.03, 0.03, 0.02, 0.05, 0.06, 0.04, 0.03, 0.07, 0.01, 0.02, 0.07, 0.04, 0.02, 0.04, 0.05, 0.05, 0.06, 0.04, 0.08, 0.01, 0.01]"
"[(3, 1, 4, 2, 0), (3, 4, 2, 0, 1), (0, 2, 1, 4, 3), (2, 3, 0, 1, 4), (4, 2, 1, 3, 0), (4, 0, 2, 3, 1), (2, 4, 3, 0, 1), (2, 4, 0, 3, 1), (2, 0, 1, 3, 4), (1, 0, 4, 3, 2), (4, 2, 1, 3, 0), (0, 4, 3, 2, 1), (4, 3, 0, 2, 1), (1, 0, 3, 2, 4), (3, 2, 1, 0, 4), (1, 0, 2, 3, 4), (0, 3, 2, 4, 1), (3, 1, 4, 2, 0), (1, 0, 3, 2, 4), (1, 3, 2, 0, 4)]","(0, 1, 1, 1, 0)",0,"(1, 0, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","[0, 10, 9, 10, 11, 10, 0, 7, 9, 11, 11, 13, 0, 9, 11, 10, 11, 11, 0, 11, 9, 9, 9, 9, 0]","[0.0, 0.05, 0.045, 0.05, 0.055, 0.05, 0.0, 0.035, 0.045, 0.055, 0.055, 0.065, 0.0, 0.045, 0.055, 0.05, 0.055, 0.055, 0.0, 0.055, 0.045, 0.045, 0.045, 0.045, 0.0]","[10, 9, 10, 11, 10, 7, 9, 11, 11, 13, 9, 11, 10, 11, 11, 11, 9, 9, 9, 9]","[0.05, 0.045, 0.05, 0.055, 0.05, 0.035, 0.045, 0.055, 0.055, 0.065, 0.045, 0.055, 0.05, 0.055, 0.055, 0.055, 0.045, 0.045, 0.045, 0.045]","[0.10204 0.09184 0.10204 0.11224 0.07143 0.09184 0.11224 0.09184 0.11224
 0.11224]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[3, 6, 3, 4, 4, 5, 2, 5, 1, 7, 4, 4, 5, 6, 1, 4, 4, 4, 7, 1, 4, 4, 3, 2, 7]","[0.03, 0.06, 0.03, 0.04, 0.04, 0.05, 0.02, 0.05, 0.01, 0.07, 0.04, 0.04, 0.05, 0.06, 0.01, 0.04, 0.04, 0.04, 0.07, 0.01, 0.04, 0.04, 0.03, 0.02, 0.07]"
"[(4, 2, 1, 3, 0), (1, 4, 3, 2, 0), (2, 0, 1, 3, 4), (1, 3, 2, 4, 0), (0, 1, 2, 4, 3), (4, 2, 1, 0, 3), (1, 4, 2, 0, 3), (2, 0, 4, 3, 1), (2, 3, 1, 0, 4), (1, 4, 2, 0, 3), (0, 1, 2, 4, 3), (3, 0, 1, 4, 2), (0, 4, 1, 3, 2), (4, 3, 1, 0, 2), (0, 3, 4, 2, 1), (1, 4, 2, 0, 3), (4, 2, 1, 0, 3), (4, 0, 3, 2, 1), (3, 4, 1, 2, 0), (4, 1, 2, 0, 3)]","(0, 1, 1, 0, 1)",0,"(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","[0, 8, 7, 13, 8, 12, 0, 12, 13, 10, 13, 8, 0, 12, 6, 7, 7, 8, 0, 6, 12, 10, 14, 14, 0]","[0.0, 0.04, 0.035, 0.065, 0.04, 0.06, 0.0, 0.06, 0.065, 0.05, 0.065, 0.04, 0.0, 0.06, 0.03, 0.035, 0.035, 0.04, 0.0, 0.03, 0.06, 0.05, 0.07, 0.07, 0.0]","[8, 7, 13, 8, 12, 12, 13, 10, 13, 8, 12, 6, 7, 7, 8, 6, 12, 10, 14, 14]","[0.04, 0.035, 0.065, 0.04, 0.06, 0.06, 0.065, 0.05, 0.065, 0.04, 0.06, 0.03, 0.035, 0.035, 0.04, 0.03, 0.06, 0.05, 0.07, 0.07]","[0.08421 0.07368 0.13684 0.08421 0.12632 0.13684 0.10526 0.12632 0.06316
 0.06316]","[0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 1, 0, 1, 1, 0, 1, 0, 0]","[4, 4, 0, 8, 4, 5, 3, 9, 0, 3, 3, 3, 7, 4, 3, 2, 4, 2, 4, 8, 6, 6, 2, 4, 2]","[0.04, 0.04, 0.0, 0.08, 0.04, 0.05, 0.03, 0.09, 0.0, 0.03, 0.03, 0.03, 0.07, 0.04, 0.03, 0.02, 0.04, 0.02, 0.04, 0.08, 0.06, 0.06, 0.02, 0.04, 0.02]"
"[(1, 0, 4, 3, 2), (0, 2, 3, 1, 4), (4, 1, 2, 0, 3), (4, 0, 3, 1, 2), (1, 3, 2, 4, 0), (1, 4, 2, 0, 3), (3, 2, 4, 1, 0), (2, 4, 0, 3, 1), (0, 3, 1, 4, 2), (2, 0, 4, 1, 3), (1, 3, 2, 4, 0), (1, 2, 0, 4, 3), (3, 1, 0, 2, 4), (1, 4, 2, 0, 3), (2, 3, 0, 4, 1), (3, 0, 1, 2, 4), (2, 1, 3, 4, 0), (0, 2, 3, 4, 1), (1, 0, 3, 4, 2), (4, 2, 3, 0, 1)]","(1, 1, 1, 0, 0)",0,"(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","[0, 9, 8, 12, 10, 11, 0, 12, 10, 12, 12, 8, 0, 11, 12, 8, 10, 9, 0, 11, 10, 8, 8, 9, 0]","[0.0, 0.045, 0.04, 0.06, 0.05, 0.055, 0.0, 0.06, 0.05, 0.06, 0.06, 0.04, 0.0, 0.055, 0.06, 0.04, 0.05, 0.045, 0.0, 0.055, 0.05, 0.04, 0.04, 0.045, 0.0]","[9, 8, 12, 10, 11, 12, 10, 12, 12, 8, 11, 12, 8, 10, 9, 11, 10, 8, 8, 9]","[0.045, 0.04, 0.06, 0.05, 0.055, 0.06, 0.05, 0.06, 0.06, 0.04, 0.055, 0.06, 0.04, 0.05, 0.045, 0.055, 0.05, 0.04, 0.04, 0.045]","[0.08411 0.07477 0.11215 0.09346 0.11215 0.09346 0.11215 0.1028  0.11215
 0.1028 ]","[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 1, 1, 1, 1]","[3, 5, 4, 4, 4, 7, 3, 2, 4, 4, 4, 5, 5, 2, 4, 3, 4, 6, 2, 5, 3, 3, 3, 8, 3]","[0.03, 0.05, 0.04, 0.04, 0.04, 0.07, 0.03, 0.02, 0.04, 0.04, 0.04, 0.05, 0.05, 0.02, 0.04, 0.03, 0.04, 0.06, 0.02, 0.05, 0.03, 0.03, 0.03, 0.08, 0.03]"
"[(4, 2, 0, 1, 3), (1, 2, 0, 3, 4), (2, 4, 0, 1, 3), (3, 2, 4, 1, 0), (3, 1, 0, 4, 2), (2, 1, 4, 3, 0), (2, 3, 4, 0, 1), (3, 0, 1, 2, 4), (3, 2, 0, 4, 1), (0, 1, 3, 4, 2), (4, 0, 1, 3, 2), (4, 3, 1, 2, 0), (2, 3, 4, 0, 1), (3, 4, 0, 2, 1), (2, 1, 0, 4, 3), (4, 2, 3, 1, 0), (0, 4, 1, 3, 2), (4, 2, 0, 3, 1), (1, 3, 4, 2, 0), (0, 4, 2, 1, 3)]","(0, 0, 1, 1, 1)",0,"(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","[0, 12, 7, 9, 8, 8, 0, 8, 10, 7, 13, 12, 0, 10, 9, 11, 10, 10, 0, 10, 12, 13, 11, 10, 0]","[0.0, 0.06, 0.035, 0.045, 0.04, 0.04, 0.0, 0.04, 0.05, 0.035, 0.065, 0.06, 0.0, 0.05, 0.045, 0.055, 0.05, 0.05, 0.0, 0.05, 0.06, 0.065, 0.055, 0.05, 0.0]","[12, 7, 9, 8, 8, 8, 10, 7, 13, 12, 10, 9, 11, 10, 10, 10, 12, 13, 11, 10]","[0.06, 0.035, 0.045, 0.04, 0.04, 0.04, 0.05, 0.035, 0.065, 0.06, 0.05, 0.045, 0.055, 0.05, 0.05, 0.05, 0.06, 0.065, 0.055, 0.05]","[0.13333 0.07778 0.1     0.08889 0.08889 0.11111 0.07778 0.11111 0.1
 0.11111]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 2, 8, 2, 5, 2, 4, 4, 5, 5, 5, 6, 1, 4, 4, 5, 4, 2, 5, 4, 5, 4, 5, 4, 2]","[0.03, 0.02, 0.08, 0.02, 0.05, 0.02, 0.04, 0.04, 0.05, 0.05, 0.05, 0.06, 0.01, 0.04, 0.04, 0.05, 0.04, 0.02, 0.05, 0.04, 0.05, 0.04, 0.05, 0.04, 0.02]"
