Profile,Winner,Num_Violations,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner
"[(0, 3, 2, 1, 4), (2, 0, 3, 4, 1), (0, 3, 1, 4, 2), (2, 1, 0, 3, 4), (1, 2, 3, 4, 0), (2, 3, 0, 4, 1), (2, 3, 4, 0, 1), (3, 1, 4, 0, 2), (0, 3, 2, 1, 4), (4, 0, 2, 1, 3)]","(1, 0, 1, 1, 0)",0,"[0, 7, 5, 6, 6, 3, 0, 3, 3, 6, 5, 7, 0, 6, 7, 4, 7, 4, 0, 9, 4, 4, 3, 1, 0]","[0.0, 0.07, 0.05, 0.06, 0.06, 0.03, 0.0, 0.03, 0.03, 0.06, 0.05, 0.07, 0.0, 0.06, 0.07, 0.04, 0.07, 0.04, 0.0, 0.09, 0.04, 0.04, 0.03, 0.01, 0.0]","[7, 5, 6, 6, 3, 3, 3, 6, 5, 7, 6, 7, 4, 7, 4, 9, 4, 4, 3, 1]","[0.07, 0.05, 0.06, 0.06, 0.03, 0.03, 0.03, 0.06, 0.05, 0.07, 0.06, 0.07, 0.04, 0.07, 0.04, 0.09, 0.04, 0.04, 0.03, 0.01]","[0.12069 0.08621 0.10345 0.10345 0.05172 0.05172 0.10345 0.10345 0.12069
 0.15517]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 1, 1, 1, 1]","[3, 2, 2, 2, 1, 1, 2, 1, 3, 3, 4, 1, 3, 0, 2, 1, 5, 2, 1, 1, 1, 0, 2, 4, 3]","[0.06, 0.04, 0.04, 0.04, 0.02, 0.02, 0.04, 0.02, 0.06, 0.06, 0.08, 0.02, 0.06, 0.0, 0.04, 0.02, 0.1, 0.04, 0.02, 0.02, 0.02, 0.0, 0.04, 0.08, 0.06]","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)"
"[(1, 3, 2, 0, 4), (1, 3, 2, 0, 4), (1, 2, 3, 0, 4), (1, 3, 2, 0, 4), (1, 3, 2, 0, 4), (1, 2, 3, 0, 4), (1, 3, 2, 0, 4), (1, 3, 2, 0, 4), (1, 3, 2, 0, 4), (1, 3, 2, 0, 4)]","(0, 1, 1, 1, 0)",0,"[0, 0, 0, 0, 10, 10, 0, 10, 10, 10, 10, 0, 0, 2, 10, 10, 0, 8, 0, 10, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.0, 0.1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.02, 0.1, 0.1, 0.0, 0.08, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 10, 10, 10, 10, 10, 10, 0, 2, 10, 10, 0, 8, 10, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.0, 0.02, 0.1, 0.1, 0.0, 0.08, 0.1, 0.0, 0.0, 0.0, 0.0]","[0.      0.      0.      0.16129 0.16129 0.16129 0.16129 0.03226 0.16129
 0.16129]","[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 10, 0, 10, 0, 0, 0, 0, 0, 2, 8, 0, 0, 0, 8, 2, 0, 0, 0, 0, 0, 0, 10]","[0.0, 0.0, 0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.16, 0.0, 0.0, 0.0, 0.16, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)"
"[(2, 4, 3, 0, 1), (1, 3, 2, 4, 0), (3, 2, 4, 1, 0), (4, 3, 1, 2, 0), (4, 1, 2, 0, 3), (3, 4, 1, 0, 2), (4, 3, 2, 0, 1), (4, 3, 1, 0, 2), (2, 3, 1, 4, 0), (2, 4, 0, 3, 1)]","(0, 0, 1, 1, 1)",0,"[0, 3, 2, 2, 0, 7, 0, 5, 2, 2, 8, 5, 0, 4, 5, 8, 8, 6, 0, 4, 10, 8, 5, 6, 0]","[0.0, 0.03, 0.02, 0.02, 0.0, 0.07, 0.0, 0.05, 0.02, 0.02, 0.08, 0.05, 0.0, 0.04, 0.05, 0.08, 0.08, 0.06, 0.0, 0.04, 0.1, 0.08, 0.05, 0.06, 0.0]","[3, 2, 2, 0, 7, 5, 2, 2, 8, 5, 4, 5, 8, 8, 6, 4, 10, 8, 5, 6]","[0.03, 0.02, 0.02, 0.0, 0.07, 0.05, 0.02, 0.02, 0.08, 0.05, 0.04, 0.05, 0.08, 0.08, 0.06, 0.04, 0.1, 0.08, 0.05, 0.06]","[0.10345 0.06897 0.06897 0.      0.17241 0.06897 0.06897 0.13793 0.17241
 0.13793]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 5, 4, 1, 1, 4, 1, 3, 3, 1, 3, 1, 2, 2, 5, 1, 1, 1, 4, 3, 1, 2, 0]","[0.0, 0.0, 0.02, 0.1, 0.08, 0.02, 0.02, 0.08, 0.02, 0.06, 0.06, 0.02, 0.06, 0.02, 0.04, 0.04, 0.1, 0.02, 0.02, 0.02, 0.08, 0.06, 0.02, 0.04, 0.0]","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)"
"[(0, 4, 2, 3, 1), (4, 0, 2, 3, 1), (0, 4, 3, 2, 1), (0, 4, 2, 3, 1), (4, 0, 3, 2, 1), (0, 4, 2, 3, 1), (0, 4, 2, 3, 1), (0, 4, 3, 2, 1), (0, 4, 2, 3, 1), (0, 4, 2, 3, 1)]","(1, 0, 1, 0, 1)",0,"[0, 10, 10, 10, 8, 0, 0, 0, 0, 0, 0, 10, 0, 7, 0, 0, 10, 3, 0, 0, 2, 10, 10, 10, 0]","[0.0, 0.1, 0.1, 0.1, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.07, 0.0, 0.0, 0.1, 0.03, 0.0, 0.0, 0.02, 0.1, 0.1, 0.1, 0.0]","[10, 10, 10, 8, 0, 0, 0, 0, 0, 10, 7, 0, 0, 10, 3, 0, 2, 10, 10, 10]","[0.1, 0.1, 0.1, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.07, 0.0, 0.0, 0.1, 0.03, 0.0, 0.02, 0.1, 0.1, 0.1]","[0.22222 0.22222 0.22222 0.17778 0.      0.      0.      0.15556 0.
 0.     ]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]","[8, 2, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 7, 3, 0, 0, 0, 3, 7, 0, 2, 8, 0, 0, 0]","[0.16, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.14, 0.06, 0.0, 0.0, 0.0, 0.06, 0.14, 0.0, 0.04, 0.16, 0.0, 0.0, 0.0]","(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)"
"[(1, 4, 2, 0, 3), (1, 4, 2, 0, 3), (1, 4, 2, 3, 0), (4, 1, 2, 0, 3), (1, 2, 4, 0, 3), (1, 4, 2, 0, 3), (1, 4, 2, 0, 3), (1, 4, 2, 0, 3), (2, 1, 4, 0, 3), (1, 4, 0, 2, 3)]","(0, 1, 1, 0, 1)",0,"[0, 0, 1, 9, 0, 10, 0, 9, 10, 9, 9, 1, 0, 10, 2, 1, 0, 0, 0, 0, 10, 1, 8, 10, 0]","[0.0, 0.0, 0.01, 0.09, 0.0, 0.1, 0.0, 0.09, 0.1, 0.09, 0.09, 0.01, 0.0, 0.1, 0.02, 0.01, 0.0, 0.0, 0.0, 0.0, 0.1, 0.01, 0.08, 0.1, 0.0]","[0, 1, 9, 0, 10, 9, 10, 9, 9, 1, 10, 2, 1, 0, 0, 0, 10, 1, 8, 10]","[0.0, 0.01, 0.09, 0.0, 0.1, 0.09, 0.1, 0.09, 0.09, 0.01, 0.1, 0.02, 0.01, 0.0, 0.0, 0.0, 0.1, 0.01, 0.08, 0.1]",[0.   0.02 0.18 0.   0.18 0.2  0.18 0.2  0.04 0.  ],"[0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 1, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 1, 8, 1, 8, 2, 0, 0, 0, 1, 1, 7, 1, 0, 0, 0, 0, 1, 9, 1, 7, 2, 0, 0]","[0.0, 0.0, 0.02, 0.16, 0.02, 0.16, 0.04, 0.0, 0.0, 0.0, 0.02, 0.02, 0.14, 0.02, 0.0, 0.0, 0.0, 0.0, 0.02, 0.18, 0.02, 0.14, 0.04, 0.0, 0.0]","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 0, 1, 1)"
"[(0, 4, 2, 3, 1), (3, 0, 4, 1, 2), (3, 4, 2, 0, 1), (1, 0, 2, 3, 4), (4, 0, 1, 2, 3), (0, 4, 1, 2, 3), (1, 4, 2, 0, 3), (3, 0, 4, 1, 2), (4, 1, 2, 0, 3), (2, 1, 3, 0, 4)]","(1, 1, 0, 0, 1)",1,"[0, 6, 6, 6, 6, 4, 0, 7, 6, 3, 4, 3, 0, 7, 2, 4, 4, 3, 0, 5, 4, 7, 8, 5, 0]","[0.0, 0.06, 0.06, 0.06, 0.06, 0.04, 0.0, 0.07, 0.06, 0.03, 0.04, 0.03, 0.0, 0.07, 0.02, 0.04, 0.04, 0.03, 0.0, 0.05, 0.04, 0.07, 0.08, 0.05, 0.0]","[6, 6, 6, 6, 4, 7, 6, 3, 4, 3, 7, 2, 4, 4, 3, 5, 4, 7, 8, 5]","[0.06, 0.06, 0.06, 0.06, 0.04, 0.07, 0.06, 0.03, 0.04, 0.03, 0.07, 0.02, 0.04, 0.04, 0.03, 0.05, 0.04, 0.07, 0.08, 0.05]","[0.11111 0.11111 0.11111 0.11111 0.12963 0.11111 0.05556 0.12963 0.03704
 0.09259]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[2, 4, 0, 4, 0, 2, 2, 2, 2, 2, 1, 0, 5, 2, 2, 3, 0, 1, 2, 4, 2, 4, 2, 0, 2]","[0.04, 0.08, 0.0, 0.08, 0.0, 0.04, 0.04, 0.04, 0.04, 0.04, 0.02, 0.0, 0.1, 0.04, 0.04, 0.06, 0.0, 0.02, 0.04, 0.08, 0.04, 0.08, 0.04, 0.0, 0.04]","(1, 1, 0, 0, 1)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 1, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)"
"[(1, 3, 0, 2, 4), (2, 1, 0, 4, 3), (3, 0, 4, 1, 2), (0, 1, 3, 2, 4), (0, 2, 3, 4, 1), (0, 3, 2, 1, 4), (1, 0, 4, 3, 2), (0, 1, 2, 4, 3), (1, 3, 4, 2, 0), (3, 2, 4, 1, 0)]","(1, 1, 0, 1, 0)",0,"[0, 5, 7, 6, 8, 5, 0, 6, 6, 7, 3, 4, 0, 3, 7, 4, 4, 7, 0, 7, 2, 3, 3, 3, 0]","[0.0, 0.05, 0.07, 0.06, 0.08, 0.05, 0.0, 0.06, 0.06, 0.07, 0.03, 0.04, 0.0, 0.03, 0.07, 0.04, 0.04, 0.07, 0.0, 0.07, 0.02, 0.03, 0.03, 0.03, 0.0]","[5, 7, 6, 8, 5, 6, 6, 7, 3, 4, 3, 7, 4, 4, 7, 7, 2, 3, 3, 3]","[0.05, 0.07, 0.06, 0.08, 0.05, 0.06, 0.06, 0.07, 0.03, 0.04, 0.03, 0.07, 0.04, 0.04, 0.07, 0.07, 0.02, 0.03, 0.03, 0.03]","[0.08065 0.1129  0.09677 0.12903 0.09677 0.09677 0.1129  0.04839 0.1129
 0.1129 ]","[0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[4, 2, 2, 0, 2, 3, 3, 0, 3, 1, 1, 2, 2, 3, 2, 2, 3, 2, 1, 2, 0, 0, 4, 3, 3]","[0.08, 0.04, 0.04, 0.0, 0.04, 0.06, 0.06, 0.0, 0.06, 0.02, 0.02, 0.04, 0.04, 0.06, 0.04, 0.04, 0.06, 0.04, 0.02, 0.04, 0.0, 0.0, 0.08, 0.06, 0.06]","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)"
"[(2, 1, 3, 0, 4), (3, 1, 2, 0, 4), (3, 4, 1, 2, 0), (2, 0, 4, 3, 1), (2, 0, 1, 3, 4), (3, 2, 0, 1, 4), (3, 4, 1, 0, 2), (0, 4, 2, 3, 1), (1, 0, 3, 4, 2), (4, 3, 0, 2, 1)]","(0, 1, 1, 1, 0)",0,"[0, 5, 4, 4, 7, 5, 0, 4, 3, 5, 6, 6, 0, 4, 5, 6, 7, 6, 0, 7, 3, 5, 5, 3, 0]","[0.0, 0.05, 0.04, 0.04, 0.07, 0.05, 0.0, 0.04, 0.03, 0.05, 0.06, 0.06, 0.0, 0.04, 0.05, 0.06, 0.07, 0.06, 0.0, 0.07, 0.03, 0.05, 0.05, 0.03, 0.0]","[5, 4, 4, 7, 5, 4, 3, 5, 6, 6, 4, 5, 6, 7, 6, 7, 3, 5, 5, 3]","[0.05, 0.04, 0.04, 0.07, 0.05, 0.04, 0.03, 0.05, 0.06, 0.06, 0.04, 0.05, 0.06, 0.07, 0.06, 0.07, 0.03, 0.05, 0.05, 0.03]","[0.10417 0.08333 0.08333 0.14583 0.08333 0.0625  0.10417 0.08333 0.10417
 0.14583]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]","[1, 3, 2, 3, 1, 1, 2, 3, 1, 3, 3, 1, 2, 2, 2, 4, 1, 2, 3, 0, 1, 3, 1, 1, 4]","[0.02, 0.06, 0.04, 0.06, 0.02, 0.02, 0.04, 0.06, 0.02, 0.06, 0.06, 0.02, 0.04, 0.04, 0.04, 0.08, 0.02, 0.04, 0.06, 0.0, 0.02, 0.06, 0.02, 0.02, 0.08]","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 1, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)"
"[(2, 1, 0, 3, 4), (4, 2, 1, 3, 0), (2, 1, 4, 3, 0), (2, 1, 4, 3, 0), (2, 1, 0, 3, 4), (2, 1, 4, 3, 0), (1, 3, 2, 4, 0), (2, 1, 3, 4, 0), (2, 1, 3, 4, 0), (2, 1, 3, 0, 4)]","(0, 1, 1, 1, 0)",0,"[0, 0, 0, 2, 3, 10, 0, 1, 10, 9, 10, 9, 0, 9, 9, 8, 0, 1, 0, 6, 7, 1, 1, 4, 0]","[0.0, 0.0, 0.0, 0.02, 0.03, 0.1, 0.0, 0.01, 0.1, 0.09, 0.1, 0.09, 0.0, 0.09, 0.09, 0.08, 0.0, 0.01, 0.0, 0.06, 0.07, 0.01, 0.01, 0.04, 0.0]","[0, 0, 2, 3, 10, 1, 10, 9, 10, 9, 9, 9, 8, 0, 1, 6, 7, 1, 1, 4]","[0.0, 0.0, 0.02, 0.03, 0.1, 0.01, 0.1, 0.09, 0.1, 0.09, 0.09, 0.09, 0.08, 0.0, 0.01, 0.06, 0.07, 0.01, 0.01, 0.04]","[0.      0.      0.04082 0.06122 0.02041 0.20408 0.18367 0.18367 0.18367
 0.12245]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 2, 1, 7, 1, 8, 1, 0, 0, 8, 1, 1, 0, 0, 0, 1, 3, 6, 0, 1, 0, 3, 3, 3]","[0.0, 0.0, 0.04, 0.02, 0.14, 0.02, 0.16, 0.02, 0.0, 0.0, 0.16, 0.02, 0.02, 0.0, 0.0, 0.0, 0.02, 0.06, 0.12, 0.0, 0.02, 0.0, 0.06, 0.06, 0.06]","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)"
"[(1, 4, 0, 2, 3), (4, 1, 2, 0, 3), (0, 1, 4, 2, 3), (1, 4, 0, 2, 3), (1, 2, 4, 0, 3), (4, 1, 0, 2, 3), (1, 4, 0, 2, 3), (1, 4, 0, 2, 3), (1, 4, 0, 2, 3), (0, 4, 1, 3, 2)]","(1, 1, 0, 0, 1)",0,"[0, 2, 8, 10, 2, 8, 0, 10, 10, 7, 2, 0, 0, 9, 1, 0, 0, 1, 0, 0, 8, 3, 9, 10, 0]","[0.0, 0.02, 0.08, 0.1, 0.02, 0.08, 0.0, 0.1, 0.1, 0.07, 0.02, 0.0, 0.0, 0.09, 0.01, 0.0, 0.0, 0.01, 0.0, 0.0, 0.08, 0.03, 0.09, 0.1, 0.0]","[2, 8, 10, 2, 8, 10, 10, 7, 2, 0, 9, 1, 0, 0, 1, 0, 8, 3, 9, 10]","[0.02, 0.08, 0.1, 0.02, 0.08, 0.1, 0.1, 0.07, 0.02, 0.0, 0.09, 0.01, 0.0, 0.0, 0.01, 0.0, 0.08, 0.03, 0.09, 0.1]","[0.0339  0.13559 0.16949 0.0339  0.16949 0.16949 0.11864 0.15254 0.01695
 0.     ]","[0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1, 0, 0]","[2, 0, 6, 2, 0, 6, 3, 1, 0, 0, 0, 1, 1, 7, 1, 0, 0, 0, 1, 9, 2, 6, 2, 0, 0]","[0.04, 0.0, 0.12, 0.04, 0.0, 0.12, 0.06, 0.02, 0.0, 0.0, 0.0, 0.02, 0.02, 0.14, 0.02, 0.0, 0.0, 0.0, 0.02, 0.18, 0.04, 0.12, 0.04, 0.0, 0.0]","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 1, 0, 1, 1)"
"[(3, 0, 2, 1, 4), (3, 2, 1, 0, 4), (4, 3, 2, 1, 0), (2, 1, 0, 3, 4), (1, 2, 3, 0, 4), (3, 4, 0, 2, 1), (4, 2, 1, 0, 3), (1, 3, 2, 0, 4), (3, 2, 0, 1, 4), (3, 1, 0, 4, 2)]","(0, 1, 1, 1, 0)",0,"[0, 3, 3, 2, 7, 7, 0, 3, 4, 7, 7, 7, 0, 3, 6, 8, 6, 7, 0, 8, 3, 3, 4, 2, 0]","[0.0, 0.03, 0.03, 0.02, 0.07, 0.07, 0.0, 0.03, 0.04, 0.07, 0.07, 0.07, 0.0, 0.03, 0.06, 0.08, 0.06, 0.07, 0.0, 0.08, 0.03, 0.03, 0.04, 0.02, 0.0]","[3, 3, 2, 7, 7, 3, 4, 7, 7, 7, 3, 6, 8, 6, 7, 8, 3, 3, 4, 2]","[0.03, 0.03, 0.02, 0.07, 0.07, 0.03, 0.04, 0.07, 0.07, 0.07, 0.03, 0.06, 0.08, 0.06, 0.07, 0.08, 0.03, 0.03, 0.04, 0.02]","[0.06522 0.06522 0.04348 0.15217 0.06522 0.08696 0.15217 0.06522 0.13043
 0.17391]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[0, 1, 4, 4, 1, 2, 2, 2, 3, 1, 1, 4, 3, 1, 1, 5, 2, 1, 1, 1, 2, 1, 0, 1, 6]","[0.0, 0.02, 0.08, 0.08, 0.02, 0.04, 0.04, 0.04, 0.06, 0.02, 0.02, 0.08, 0.06, 0.02, 0.02, 0.1, 0.04, 0.02, 0.02, 0.02, 0.04, 0.02, 0.0, 0.02, 0.12]","(0, 1, 1, 1, 0)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)"
"[(1, 3, 4, 2, 0), (2, 4, 0, 3, 1), (1, 3, 2, 4, 0), (2, 1, 4, 3, 0), (2, 3, 0, 1, 4), (1, 3, 2, 0, 4), (2, 1, 0, 3, 4), (3, 1, 2, 4, 0), (3, 1, 0, 4, 2), (1, 3, 2, 4, 0)]","(0, 1, 1, 1, 0)",0,"[0, 2, 1, 2, 4, 8, 0, 6, 6, 9, 9, 4, 0, 4, 8, 8, 4, 6, 0, 8, 6, 1, 2, 2, 0]","[0.0, 0.02, 0.01, 0.02, 0.04, 0.08, 0.0, 0.06, 0.06, 0.09, 0.09, 0.04, 0.0, 0.04, 0.08, 0.08, 0.04, 0.06, 0.0, 0.08, 0.06, 0.01, 0.02, 0.02, 0.0]","[2, 1, 2, 4, 8, 6, 6, 9, 9, 4, 4, 8, 8, 4, 6, 8, 6, 1, 2, 2]","[0.02, 0.01, 0.02, 0.04, 0.08, 0.06, 0.06, 0.09, 0.09, 0.04, 0.04, 0.08, 0.08, 0.04, 0.06, 0.08, 0.06, 0.01, 0.02, 0.02]",[0.04 0.02 0.04 0.08 0.12 0.12 0.18 0.08 0.16 0.16],"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 4, 1, 5, 4, 4, 0, 1, 1, 4, 0, 4, 1, 1, 2, 5, 0, 3, 0, 0, 1, 2, 4, 3]","[0.0, 0.0, 0.08, 0.02, 0.1, 0.08, 0.08, 0.0, 0.02, 0.02, 0.08, 0.0, 0.08, 0.02, 0.02, 0.04, 0.1, 0.0, 0.06, 0.0, 0.0, 0.02, 0.04, 0.08, 0.06]","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)"
